Bill To Name First Line,Bill To Name Second Line,Account Number,Service Address,Bill Period Start,Bill Period End,Utility Type,Consumption Amount,Line Item Description,Line Item Charge,Bill Date,Due Date,SourceFile_Page
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,33-0010211902-1,"9880 WESTCLIFF PKWY BLDG HSE19 WESTMINSTER, CO 80021-6013",05/07/25,06/08/25,ELECTRICITY,102.25 kWh,RDA,-$0.12 CR,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_10
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,33-0010211902-1,"9880 WESTCLIFF PKWY BLDG HSE19 WESTMINSTER, CO 80021-6013",05/07/25,06/08/25,ELECTRICITY,26.81,Demand Side Mgmt,$2.67,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_10
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,33-0010211902-1,"9880 WESTCLIFF PKWY BLDG HSE19 WESTMINSTER, CO 80021-6013",05/07/25,06/08/25,ELECTRICITY,26.81,Trans Cost Adj,$2.19,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_10
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,33-0010211902-1,"9880 WESTCLIFF PKWY BLDG HSE19 WESTMINSTER, CO 80021-6013",05/07/25,06/08/25,ELECTRICITY,26.81,ECA 02,$12.05,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_10
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,33-0010211902-1,"9880 WESTCLIFF PKWY BLDG HSE19 WESTMINSTER, CO 80021-6013",05/07/25,06/08/25,ELECTRICITY,26.81,Trans Elec Plan,$0.59,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_10
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,33-0010211902-1,"9880 WESTCLIFF PKWY BLDG HSE19 WESTMINSTER, CO 80021-6013",05/07/25,06/08/25,ELECTRICITY,MISSING,Renew. Energy Std Adj,$0.54,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_10
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,33-0010211902-1,"9880 WESTCLIFF PKWY BLDG HSE19 WESTMINSTER, CO 80021-6013",05/07/25,06/08/25,ELECTRICITY,MISSING,Colo Energy Plan Adj,$0.54,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_10
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,33-0010211902-1,"9880 WESTCLIFF PKWY BLDG HSE19 WESTMINSTER, CO 80021-6013",05/07/25,06/08/25,ELECTRICITY,MISSING,Clean Energy Plan Rev,$0.69,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_10
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,33-0010211902-1,"9880 WESTCLIFF PKWY BLDG HSE19 WESTMINSTER, CO 80021-6013",05/07/25,06/08/25,ELECTRICITY,MISSING,Energy Assistance Chg,$0.81,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_10
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,33-0010211902-1,"9880 WESTCLIFF PKWY BLDG HSE19 WESTMINSTER, CO 80021-6013",05/07/25,06/08/25,ELECTRICITY,MISSING,Franchise Fee,$1.74,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_10
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,33-0010211902-1,"9880 WESTCLIFF PKWY BLDG HSE19 WESTMINSTER, CO 80021-6013",05/07/25,06/08/25,ELECTRICITY,MISSING,Sales Tax,$5.00,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_10
WESTCLIFF APARTMENTS PROPERTY OWNER,11766 WILSHIRE BLVD STE 1500,93-0010211902-1,"9860 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-6014",05/07/2025,06/08/2025,ELECTRICITY,MISSING,Service & Facility,$12.00,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_11
WESTCLIFF APARTMENTS PROPERTY OWNER,11766 WILSHIRE BLVD STE 1500,93-0010211902-1,"9860 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-6014",05/07/2025,06/08/2025,ELECTRICITY,6.75 kWh,CTOU On-Peak,$0.69,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_11
WESTCLIFF APARTMENTS PROPERTY OWNER,11766 WILSHIRE BLVD STE 1500,93-0010211902-1,"9860 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-6014",05/07/2025,06/08/2025,ELECTRICITY,2.25 kWh,CTOU On-Peak,$0.36,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_11
WESTCLIFF APARTMENTS PROPERTY OWNER,11766 WILSHIRE BLVD STE 1500,93-0010211902-1,"9860 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-6014",05/07/2025,06/08/2025,ELECTRICITY,11.25 kWh,CTOU Shoulder,$0.91,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_11
WESTCLIFF APARTMENTS PROPERTY OWNER,11766 WILSHIRE BLVD STE 1500,93-0010211902-1,"9860 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-6014",05/07/2025,06/08/2025,ELECTRICITY,3.75 kWh,CTOU Shoulder,$0.42,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_11
WESTCLIFF APARTMENTS PROPERTY OWNER,11766 WILSHIRE BLVD STE 1500,93-0010211902-1,"9860 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-6014",05/07/2025,06/08/2025,ELECTRICITY,111.75 kWh,CTOU Off-Peak,$6.70,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_11
WESTCLIFF APARTMENTS PROPERTY OWNER,11766 WILSHIRE BLVD STE 1500,93-0010211902-1,"9860 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-6014",05/07/2025,06/08/2025,ELECTRICITY,37.25 kWh,CTOU Off-Peak,$2.23,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_11
WESTCLIFF APARTMENTS PROPERTY OWNER,11766 WILSHIRE BLVD STE 1500,93-0010211902-1,"9860 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-6014",05/07/2025,06/08/2025,ELECTRICITY,129.75 kWh,RDA,-$0.32,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_11
WESTCLIFF APARTMENTS PROPERTY OWNER,11766 WILSHIRE BLVD STE 1500,93-0010211902-1,"9860 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-6014",05/07/2025,06/08/2025,ELECTRICITY,43.25 kWh,RDA,-$0.04,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_11
WESTCLIFF APARTMENTS PROPERTY OWNER,11766 WILSHIRE BLVD STE 1500,93-0010211902-1,"9860 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-6014",05/07/2025,06/08/2025,ELECTRICITY,11.32,Demand Side Mgmt,$1.12,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_11
WESTCLIFF APARTMENTS PROPERTY OWNER,11766 WILSHIRE BLVD STE 1500,93-0010211902-1,"9860 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-6014",05/07/2025,06/08/2025,ELECTRICITY,11.32,PurchCapCostAdj,$0.42,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_11
WESTCLIFF APARTMENTS PROPERTY OWNER,11766 WILSHIRE BLVD STE 1500,93-0010211902-1,"9860 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-6014",05/07/2025,06/08/2025,ELECTRICITY,11.32,Trans Cost Adj,$0.93,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_11
WESTCLIFF APARTMENTS PROPERTY OWNER,11766 WILSHIRE BLVD STE 1500,93-0010211902-1,"9860 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-6014",05/07/2025,06/08/2025,ELECTRICITY,11.32,ECA Q2,$5.09,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_11
WESTCLIFF APARTMENTS PROPERTY OWNER,11766 WILSHIRE BLVD STE 1500,93-0010211902-1,"9860 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-6014",05/07/2025,06/08/2025,ELECTRICITY,11.32,Trans Elec Plan,$0.24,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_11
WESTCLIFF APARTMENTS PROPERTY OWNER,11766 WILSHIRE BLVD STE 1500,93-0010211902-1,"9860 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-6014",05/07/2025,06/08/2025,ELECTRICITY,MISSING,Renew. Energy Std Adj,$0.30,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_11
WESTCLIFF APARTMENTS PROPERTY OWNER,11766 WILSHIRE BLVD STE 1500,93-0010211902-1,"9860 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-6014",05/07/2025,06/08/2025,ELECTRICITY,MISSING,Colo Energy Plan Adj,$0.30,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_11
WESTCLIFF APARTMENTS PROPERTY OWNER,11766 WILSHIRE BLVD STE 1500,93-0010211902-1,"9860 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-6014",05/07/2025,06/08/2025,ELECTRICITY,MISSING,Clean Energy Plan Rev,$0.38,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_11
WESTCLIFF APARTMENTS PROPERTY OWNER,11766 WILSHIRE BLVD STE 1500,93-0010211902-1,"9860 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-6014",05/07/2025,06/08/2025,ELECTRICITY,MISSING,Energy Assistance Chg,$0.81,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_11
WESTCLIFF APARTMENTS PROPERTY OWNER,11766 WILSHIRE BLVD STE 1500,93-0010211902-1,"9860 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-6014",05/07/2025,06/08/2025,ELECTRICITY,3.00%,Franchise Fee,$0.95,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_11
WESTCLIFF APARTMENTS PROPERTY OWNER,11766 WILSHIRE BLVD STE 1500,93-0010211902-1,"9860 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-6014",05/07/2025,06/08/2025,ELECTRICITY,MISSING,Sales Tax,$2.73,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_11
WESTCLIFF APARTMENTS PROPERTY OWNER,2 Xcel Energy’ C/O UTILITIES DEPARTMENT,93-0010211902-1,"9840 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-6005",05/07/2025,06/08/2025,Electricity,MISSING,Service & Facility,$12.00,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_12
WESTCLIFF APARTMENTS PROPERTY OWNER,2 Xcel Energy’ C/O UTILITIES DEPARTMENT,93-0010211902-1,"9840 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-6005",05/07/2025,06/08/2025,Electricity,12 kWh,CTOU On-Peak,$1.22,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_12
WESTCLIFF APARTMENTS PROPERTY OWNER,2 Xcel Energy’ C/O UTILITIES DEPARTMENT,93-0010211902-1,"9840 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-6005",05/07/2025,06/08/2025,Electricity,4 kWh,CTOU On-Peak,$0.65,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_12
WESTCLIFF APARTMENTS PROPERTY OWNER,2 Xcel Energy’ C/O UTILITIES DEPARTMENT,93-0010211902-1,"9840 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-6005",05/07/2025,06/08/2025,Electricity,19.50 kWh,CTOU Shoulder,$1.58,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_12
WESTCLIFF APARTMENTS PROPERTY OWNER,2 Xcel Energy’ C/O UTILITIES DEPARTMENT,93-0010211902-1,"9840 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-6005",05/07/2025,06/08/2025,Electricity,6.50 kWh,CTOU Shoulder,$0.72,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_12
WESTCLIFF APARTMENTS PROPERTY OWNER,2 Xcel Energy’ C/O UTILITIES DEPARTMENT,93-0010211902-1,"9840 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-6005",05/07/2025,06/08/2025,Electricity,208.50 kWh,CTOU Off-Peak,$12.51,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_12
WESTCLIFF APARTMENTS PROPERTY OWNER,2 Xcel Energy’ C/O UTILITIES DEPARTMENT,93-0010211902-1,"9840 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-6005",05/07/2025,06/08/2025,Electricity,69.50 kWh,CTOU Off-Peak,$4.17,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_12
WESTCLIFF APARTMENTS PROPERTY OWNER,2 Xcel Energy’ C/O UTILITIES DEPARTMENT,93-0010211902-1,"9840 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-6005",05/07/2025,06/08/2025,Electricity,240 kWh,RDA,-$0.59,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_12
WESTCLIFF APARTMENTS PROPERTY OWNER,2 Xcel Energy’ C/O UTILITIES DEPARTMENT,93-0010211902-1,"9840 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-6005",05/07/2025,06/08/2025,Electricity,80 kWh,RDA,-$0.09,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_12
WESTCLIFF APARTMENTS PROPERTY OWNER,2 Xcel Energy’ C/O UTILITIES DEPARTMENT,93-0010211902-1,"9840 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-6005",05/07/2025,06/08/2025,Electricity,MISSING,Demand Side Mgmt,$2.08,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_12
WESTCLIFF APARTMENTS PROPERTY OWNER,2 Xcel Energy’ C/O UTILITIES DEPARTMENT,93-0010211902-1,"9840 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-6005",05/07/2025,06/08/2025,Electricity,MISSING,PurchCapCostAdj,$0.76,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_12
WESTCLIFF APARTMENTS PROPERTY OWNER,2 Xcel Energy’ C/O UTILITIES DEPARTMENT,93-0010211902-1,"9840 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-6005",05/07/2025,06/08/2025,Electricity,MISSING,Trans Cost Adj,$1.70,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_12
WESTCLIFF APARTMENTS PROPERTY OWNER,2 Xcel Energy’ C/O UTILITIES DEPARTMENT,93-0010211902-1,"9840 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-6005",05/07/2025,06/08/2025,Electricity,MISSING,ECA Q2,$9.36,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_12
WESTCLIFF APARTMENTS PROPERTY OWNER,2 Xcel Energy’ C/O UTILITIES DEPARTMENT,93-0010211902-1,"9840 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-6005",05/07/2025,06/08/2025,Electricity,MISSING,Trans Elec Plan,$0.45,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_12
WESTCLIFF APARTMENTS PROPERTY OWNER,2 Xcel Energy’ C/O UTILITIES DEPARTMENT,93-0010211902-1,"9840 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-6005",05/07/2025,06/08/2025,Electricity,MISSING,Renew. Energy Std Adj,$0.45,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_12
WESTCLIFF APARTMENTS PROPERTY OWNER,2 Xcel Energy’ C/O UTILITIES DEPARTMENT,93-0010211902-1,"9840 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-6005",05/07/2025,06/08/2025,Electricity,MISSING,Colo Energy Plan Adj,$0.45,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_12
WESTCLIFF APARTMENTS PROPERTY OWNER,2 Xcel Energy’ C/O UTILITIES DEPARTMENT,93-0010211902-1,"9840 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-6005",05/07/2025,06/08/2025,Electricity,MISSING,Clean Energy Plan Rev,$0.56,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_12
WESTCLIFF APARTMENTS PROPERTY OWNER,2 Xcel Energy’ C/O UTILITIES DEPARTMENT,93-0010211902-1,"9840 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-6005",05/07/2025,06/08/2025,Electricity,MISSING,Energy Assistance Chg,$0.81,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_12
WESTCLIFF APARTMENTS PROPERTY OWNER,2 Xcel Energy’ C/O UTILITIES DEPARTMENT,93-0010211902-1,"9840 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-6005",05/07/2025,06/08/2025,Electricity,MISSING,Franchise Fee,$1.44,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_12
WESTCLIFF APARTMENTS PROPERTY OWNER,2 Xcel Energy’ C/O UTILITIES DEPARTMENT,93-0010211902-1,"9840 WESTCLIFF PKWY BLDG HSE WESTMINSTER, CO 80021-6005",05/07/2025,06/08/2025,Electricity,MISSING,Sales Tax,$4.13,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_12
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILIT!ES DEPARTMENT,931175268,"9910 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6008",05/07/2025,06/08/2025,Electricity,MISSING,Service & Facility,$12.00,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_13
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILIT!ES DEPARTMENT,931175268,"9910 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6008",05/07/2025,06/08/2025,Electricity,13.50 kWh,CTOU On-Peak,$1.38,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_13
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILIT!ES DEPARTMENT,931175268,"9910 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6008",05/07/2025,06/08/2025,Electricity,4.50 kWh,CTOU On-Peak,$0.73,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_13
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILIT!ES DEPARTMENT,931175268,"9910 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6008",05/07/2025,06/08/2025,Electricity,22.50 kWh,CTOU Shoulder,$1.82,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_13
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILIT!ES DEPARTMENT,931175268,"9910 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6008",05/07/2025,06/08/2025,Electricity,7.50 kWh,CTOU Shoulder,$0.83,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_13
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILIT!ES DEPARTMENT,931175268,"9910 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6008",05/07/2025,06/08/2025,Electricity,243 kWh,CTOU Off-Peak,$14.58,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_13
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILIT!ES DEPARTMENT,931175268,"9910 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6008",05/07/2025,06/08/2025,Electricity,81 kWh,CTOU Off-Peak,$4.86,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_13
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILIT!ES DEPARTMENT,931175268,"9910 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6008",05/07/2025,06/08/2025,Electricity,279 kWh,RDA,-$0.69,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_13
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILIT!ES DEPARTMENT,931175268,"9910 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6008",05/07/2025,06/08/2025,Electricity,93 kWh,RDA,-$0.11,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_13
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILIT!ES DEPARTMENT,931175268,"9910 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6008",05/07/2025,06/08/2025,Electricity,24.18,Demand Side Mgmt,$2.40,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_13
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILIT!ES DEPARTMENT,931175268,"9910 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6008",05/07/2025,06/08/2025,Electricity,24.18,PurchCapCostAdj,$0.89,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_13
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILIT!ES DEPARTMENT,931175268,"9910 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6008",05/07/2025,06/08/2025,Electricity,24.18,Trans Cost Adj,$1.98,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_13
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILIT!ES DEPARTMENT,931175268,"9910 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6008",05/07/2025,06/08/2025,Electricity,24.18,ECA 02,$10.87,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_13
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILIT!ES DEPARTMENT,931175268,"9910 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6008",05/07/2025,06/08/2025,Electricity,24.18,Trans Elec Plan,$0.53,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_13
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILIT!ES DEPARTMENT,931175268,"9910 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6008",05/07/2025,06/08/2025,Electricity,MISSING,Renew. Energy Std Adj,$0.51,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_13
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILIT!ES DEPARTMENT,931175268,"9910 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6008",05/07/2025,06/08/2025,Electricity,MISSING,Colo Energy Plan Adj,$0.51,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_13
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILIT!ES DEPARTMENT,931175268,"9910 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6008",05/07/2025,06/08/2025,Electricity,MISSING,Clean Energy Plan Rev,$0.63,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_13
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILIT!ES DEPARTMENT,931175268,"9910 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6008",05/07/2025,06/08/2025,Electricity,MISSING,Energy Assistance Cha,$0.81,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_13
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILIT!ES DEPARTMENT,931175268,"9910 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6008",05/07/2025,06/08/2025,Electricity,MISSING,Franchise Fee,$1.62,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_13
WESTCLIFF APARTMENTS PROPERTY OWNER,Xcel Energy C/O UTILIT!ES DEPARTMENT,931175268,"9910 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6008",05/07/2025,06/08/2025,Electricity,MISSING,Sales Tax,$4.61,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_13
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9930 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6009",05/07/2025,06/08/2025,Electricity,MISSING,Service & Facility,$12.00,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_14
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9930 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6009",05/07/2025,06/08/2025,Electricity,30 kWh,CTOU On-Peak,$3.06,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_14
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9930 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6009",05/07/2025,06/08/2025,Electricity,10 kWh,CTOU On-Peak,$1.62,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_14
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9930 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6009",05/07/2025,06/08/2025,Electricity,41.25 kWh,CTOU Shoulder,$3.34,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_14
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9930 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6009",05/07/2025,06/08/2025,Electricity,13.75 kWh,CTOU Shoulder,$1.52,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_14
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9930 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6009",05/07/2025,06/08/2025,Electricity,387.75 kWh,CTOU Off-Peak,$23.26,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_14
WESTCLIFF APARTMENTS PROPERTY OWNER,C/O UTILITIES DEPARTMENT,93-0010211902-1,"9930 WESTCLIFF PKWY BLDG HSE 1 WESTMINSTER, CO 80021-6009",05/07/2025,06/08/2025,Electricity,129.25 kWh,CTOU Off-Peak,$7.75,06/11/2025,07/02/2025,07-25 WCL Gas-Elec.pdf_page_14
